0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
-0.09725301185742447,0.0071662757907917495,0.03281015963336592,0.04454163711497895,-0.023417290978935017,-0.0007838236152528223,-0.0007837897782126649,0.10348999214959091,-0.02341743116230098,-0.023417330817911433,0.04173238328158938,-0.02341726880706905,-0.03638195470955375,-0.019883592265672448,0.03697414107134981,-0.007025184027709993,-0.043679225374832195,-0.0235882044792372,0.00923310872564162,-0.22685636376332574,0.016594359275145163,0.009233109512280858,-0.06341144537575132,0.08387585695897844,0.061926260135367374,-0.023667777723696482,-0.0051566788720179,0.03300567816680104,-0.22685633209104814,-0.06341142096484481,-0.04367909510494165,-0.04367918057550108,0.10349000189571311,0.018559060390415483,-0.018358372492884682,-0.023588226889486957
-0.09770779733156239,0.0071963917894527826,0.03293543886325476,0.044716440198933706,-0.023474483712543386,-0.0007861251327214002,-0.0007860911704262227,0.10380537366981832,-0.023474624238283236,-0.023474523648819662,0.041885415907000054,-0.023474461486526356,-0.03650942478371986,-0.019951963950176062,0.03707960888860395,-0.00704846871254519,-0.043833101766254316,-0.023664989006565246,0.009289337956150091,-0.22762820616584953,0.01665706359102223,0.009289338747580337,-0.06366508777268624,0.08412933931086176,0.0621594446180118,-0.023753686401766533,-0.005171155412882204,0.03312873723498837,-0.22762817438581207,-0.06366506326413747,-0.043832971037423944,-0.0438330568090853,0.10380538344564158,0.018627428637208523,-0.018420621424507542,-0.023665011488645186
0.3074046960750793,-0.07688627517826475,-0.15166240190393157,-0.02767690776466204,-0.017758132362537,0.023877948391727057,0.023877939203309755,0.014703227975573661,-0.01775823866848896,-0.01775816257385004,0.013100322145955346,-0.017758115548967078,0.008284950234546725,0.01992234142076581,0.02253696523893547,-0.027839329194234617,0.022556936300502258,0.014606292868656608,-0.05360828928638919,0.18697160657981682,0.015883556844535875,-0.053608293854901845,0.03416023786164709,0.017013237617721833,-0.014909215762305753,0.02967894130964706,-0.05278509079314205,-0.16500814126093594,0.1869715804760015,0.03416022471106714,0.022556869018609874,0.022556913157059388,0.014703229359988404,0.018974628641450584,-0.026965334500626596,0.014606307629069504
-0.17621287913230974,0.03212427068684368,0.050383095500646326,0.01305039908989569,0.08115457891992746,-0.025101664785375604,-0.025101757946155226,0.02128433099342313,0.08115506473726275,0.08115471698536186,-0.025897118094482814,0.08115450208172004,0.08859363446720334,0.06352277085312674,-0.002756130449883581,0.005982874438887488,0.09805603375443055,0.008952242535710267,0.07516022166334933,-0.18933214573785861,0.010584306381566926,0.07516022806824693,0.12876824094838438,0.014195298554425152,-0.01753024532829448,-0.024673624409848934,0.04810350955029205,0.07032820250187774,-0.18933211930447943,0.12876819137795817,0.09805574132278054,0.09805593319738576,0.021284332998107863,-0.025463579091871906,0.065222254647675,0.008952248006652046
-0.1826961452333636,-0.018303331735076683,-0.001402726819356284,0.06394705152504176,0.011424905225451445,0.03837755820569916,0.03837769633452865,-0.07680227047668955,0.011424973618569437,0.01142492466222244,0.1138466082653773,0.011424894408144329,-0.13834164574539745,-0.08259273956094033,-0.03780044174229103,-0.010911440862424205,-0.15845613903348524,0.002099957328905874,-0.07239075216414295,0.14942304759121838,0.03370348494017288,-0.07239075833345814,0.02238443492768708,-0.06530144828397554,0.13107483731879183,-0.0022428319562978662,-0.05227084801521281,0.010483489701198652,0.14942302672969981,0.022384426310548954,-0.15845566657519614,-0.15845597663916333,-0.07680227770938965,0.07271245840339235,-0.08866058761862886,0.0020999588762604694
0.2520187358805522,0.020284687142355356,0.019827642645853745,-0.10665961137135514,-0.042795432468363315,-0.03933108155837109,-0.039331189134151866,0.09718649854204228,-0.0427956886555583,-0.042795505274737286,-0.10053920965705926,-0.04279539194901641,0.08939969038804141,0.04483763385652257,0.04300777156495124,0.008009203722118568,0.10098109474337875,-0.017955078880453702,-0.037928639236027836,-0.09875582200577142,-0.04122850870274127,-0.03792864246756719,-0.04222831591876553,0.08121032555436346,-0.1405002080680459,-0.00638648658271398,0.03984230862619949,0.011225993975636454,-0.09875580821809644,-0.04222829966240324,0.1009807936679037,0.10098099126558126,0.09718650769443156,-0.0671779244353098,0.06079459225436972,-0.0179550960755979
0.01052257163887216,-0.029206572088374953,-0.06283295583585892,-0.014087231616951945,-0.03164135587076746,-0.005370862395563587,-0.005370848399510398,-0.05090404793950891,-0.03164154528610386,-0.03164140970111862,-0.054839538919085586,-0.03164132591229627,0.0027175808914473723,-0.009458711114450439,-0.013157752270264252,-0.005981386742160248,0.008067052918587319,0.004447864221496126,0.0529105323736545,0.1829033464360821,-0.03632510565862946,0.052910536882860855,0.0070096856936053276,-0.039773452534067014,-0.04707450787732015,0.02125522254878562,-0.02017288802832928,-0.07068440469861627,0.18290332090025202,0.007009682995204923,0.008067028860807363,0.008067044645984187,-0.05090405273336512,-0.02787677937469399,-0.010495043854348449,0.004447868896600036
-0.08779755056083564,0.035378158466769595,0.08778127149290116,0.11735492946218974,-0.015074993711679653,0.034029233499187496,0.03402923406623177,-0.00907738886014148,-0.015075083955158997,-0.015075019358075271,0.1768123262889633,-0.015074979438356997,-0.015473588932142155,0.031950089105344574,-0.02672931853176059,-0.0006139017843453227,-0.023994713841844227,-0.03400600257255372,-0.034573970042374724,-0.029392402956809536,0.1177115478724566,-0.03457397298981566,0.007817380875275618,-0.014282579861645956,0.19215918062846657,-0.04282246410505411,0.02098848046086399,0.10391055443614984,-0.029392398853224647,0.007817377865884788,-0.02399464229639027,-0.02399468924817837,-0.00907738971477843,0.09898882115708342,0.005572715486259634,-0.03400603765704224
0.0660045118763514,-0.011076316675925596,0.02387781779465601,-0.05964671704065395,0.06868886981882331,-0.04886800978123873,-0.0488679845986095,-0.06825392766318297,0.06868928101209425,0.06868898667660882,-0.024405259092358102,0.06868880478339737,-0.048016270216041095,-0.045903696222851044,-0.06500075467508815,-0.03453016196623347,-0.054206192812264034,-0.020498755258925076,-0.10444652065764437,-0.03791312075325987,-0.03317615702480335,-0.10444652955726076,0.016004893265966526,-0.06729464463352582,-0.03758887737142812,-0.06203492745434952,-0.021529294933879856,0.04076642173952514,-0.03791311546006525,0.016004887105460344,-0.05420603118729031,-0.05420613725748723,-0.06825393408990539,-0.037738593248149585,-0.03272767935342477,-0.020498776528105517
-0.11062839400918588,0.04355813371126233,0.024939430435889934,-0.025024763699544674,-0.04458361540582029,0.022437330900294733,0.022437272472169582,0.10462621340003009,-0.04458388229740358,-0.04458369125425092,-0.06151490597398543,-0.04458357319363714,0.07096209635639743,0.037366723898339685,0.08527036363199415,0.0546344598471406,0.07555407033961348,0.03197108431861793,0.07025014365946138,-0.006915669687766436,-0.021173278684180778,0.07025014964556002,-0.027441581842768074,0.09891858906280546,-0.07193468018688272,0.0676238781628735,0.051312657566735025,0.008315635590301289,-0.006915668722243553,-0.027441571279539355,0.07555384506726018,0.0755539929105539,0.10462622325195582,-0.015757009028090768,0.05962019238178039,0.031971117193136396
