0,1,2,3,4,5,6,7,8,9
-2.3671905713143598e-05,-4.919945243974283e-05,-0.00023529182233147377,0.0005622055842417073,-5.3889565622961695e-05,-0.001087624396885578,0.00044208241719052567,0.0004158204369943106,2.1559660843262275e-05,-0.00039411020239304257
-0.0005801064249831291,-0.000392676754319363,9.94071640588589e-05,-0.0009217704678799639,0.00021220772767908033,3.628109146497252e-05,0.0006436364671647382,0.00035062339297606303,-0.0003615288153794098,-0.0008454463997424255
-0.00041061306234023355,0.0006906178059251627,0.0001471814591062892,0.0002986691275241347,-0.0003145922283052352,0.0002423816261716577,-0.0007600817047864974,0.0004676013297305029,-0.0005777133697752787,-0.0009872069944689178
0.0011311658028125135,6.744324289790941e-05,5.3604062501878046e-05,-0.000934977923714164,0.0003112801550511096,0.0004430098607849739,-9.964748114036522e-05,0.0004449539217054067,0.0005852544441097958,0.0002628612974591101
-0.001083111208955011,-0.0005758049273658614,0.0008434479222234872,4.119221418796559e-05,4.3440238290287016e-05,-0.0004158280560888168,-0.0003187371537983278,0.0005963249132357565,0.0007492360287107509,0.00039860449546597515
0.0002757858804945849,0.0003133108865564379,-3.518672165006851e-05,-0.0006018300380319933,-0.0007098987777884745,0.0006573833515637583,-1.6462229353456402e-05,0.00023853478378915252,0.00010537854082192347,0.00013074541112006324
0.00017247338410530336,0.00034870104550769823,-0.0003837772559481695,0.0005912038859691701,-0.00036886656141261575,0.0001197312897084099,-0.0005914956544448767,-8.33154325553043e-05,-0.000329915471295589,1.210735486038361e-05
0.00036770052234657126,3.8026451453837575e-05,0.0009804293629730287,0.0003979597302997623,-0.00011422665895167803,-4.305281650423915e-05,0.0001888812802559147,0.0003521617885802925,-0.000617026032012568,0.00031832702015388705
-0.0006040457652515849,0.00026992490776591306,0.000550048532735889,0.00014986592426994923,-0.0011628726223027414,-0.0008911772371812233,0.0002813585303948472,-0.0012268807132303481,0.0003049384644882448,0.0004924130936153796
0.0005675891006472253,-0.00012073761663101656,0.00021925275540679096,0.00010444590680555754,-0.0007364160460245369,0.0003725093662327983,0.0006952383785359341,0.00034470030755739804,-0.0002514004056505169,0.00036997482707667176
0.0006488157254434881,0.0005831187796058175,0.000513435736526048,-0.0007959299034757633,0.0001991073298174876,0.0003228227787294897,0.0005193298123522161,0.000257811969543858,0.00077597568572551,-0.0009139223399781241
0.0002791749386404505,0.00023949855426423945,0.0004513585346411738,0.0007710619718045959,-0.0004441406017922866,0.00075427012093223,0.00040744801929851437,-9.358256183414663e-05,-0.00045439717996798246,9.815705002045832e-05
0.00014283850190278916,0.00017059369499532697,-0.00031347476738178675,0.000304669385678901,-0.00020276987956984653,0.0006082877623408418,0.0008551033242155343,-0.00040629938867204224,2.9945019206432304e-05,0.000486081833484232
0.00013793977824283124,-0.000676262269212224,0.0004323990419855784,-0.00030288616380331855,0.00010023457049108631,-0.0004970218848285832,0.00039729823728171053,-0.00021052094950667759,0.0004502136733735408,-0.00010744073043695735
-0.0002406165434751448,0.00020611787013652392,-0.0005371869373739767,0.000899116581290806,9.28094788975232e-05,-0.0002831302063864307,-0.0001996703065937683,8.786473309608663e-06,0.0004979138241196181,-0.0004472587304909417
-0.00018439187633538284,-2.4755245712625698e-05,0.0007712358844754933,0.0004995719728431517,0.0007950856766087267,1.5517685486291554e-05,0.0007163773677576565,0.0006336383791464187,0.000348380888886064,0.0003884994243056864
-0.0002972866472330931,0.0009141520067070496,-0.00012257360163104507,0.0002798504844773918,0.00033834912025352306,-0.0006856711783193945,-2.5548850251972805e-05,0.00010168748268039067,-5.669228703142665e-05,-1.961727923815853e-05
0.0007463423531228274,-0.0004135694526762529,-0.0006343784856074145,-0.00029324564627736515,0.00037212345870158195,0.00042083856080269994,0.0003030038435689589,0.0004559057530508132,0.00012801964128123942,-0.0002590069555646273
-0.00047257829885846453,-0.0006310591133116414,-0.00011358564642293112,0.0003941718267010918,0.00011845531509169583,1.1473493270503306e-05,-0.0005276877232398548,0.0012896341304821737,-0.00041272944319032637,6.030623455598635e-05
